"t.stamp","n.data","u.avg","v.avg","w.avg","t.avg","uu","uv","uw","vv","vw","ww","ut","vt","wt","u.rns","v.rns","w.rns","uu.nst","uv.nst","uw.nst","vv.nst","vw.nst","ww.nst","ut.nst","vt.nst","wt.nst","u.trend.slope","u.trend.constant","v.trend.slope","v.trend.constant","w.trend.slope","w.trend.constant","t.trend.slope","t.trend.constant","theta","phi","psi","u.avg.rot","v.avg.rot","w.avg.rot","Dir","uu.rot","uv.rot","uw.rot","vv.rot","vw.rot","ww.rot","ut.rot","vt.rot","wt.rot","u.star","H0.v","L","z.over.L","T.star","Rho.air","Rho.Cp","Pa"
2012-03-20 05:30:00,18001,0.624167546247431,-1.45855285817455,0.0839981112160436,7.43219487806233,0.0647036721786773,-0.0139737448555176,-0.00257333763692835,0.147523777183306,0.0152549546638425,0.0275980175879486,0.0110786961711237,-0.0507971604599706,-0.00970314872336633,3.39736660418008e-14,-6.63750012244864e-14,2.67649068808649e-14,0.069647068698384,0.694621272961482,0.0463130018302545,0.287282338676669,0.00359794826287938,0.00128310379703601,0.115431205508096,0.139889355769727,0.00596592323264012,2.30098906992257e-05,0.417055520063701,-5.7756662812844e-05,-0.938685136196137,1.57608029376124e-06,0.0698118124918986,1.12499430676167e-05,7.33093414051071,-66.8321655408562,3.03073902108913,0,1.58871559713044,0,0,336.832165540856,0.14289760339985,-0.0200873491190061,-0.021141781793949,0.0674143243662579,0.00470451185218695,0.0295135391838233,0.0504748994470891,-0.00979964633934441,-0.0123891715714111,0.14716958452794,-15.3825864068892,18.396831630636,0.543571860675571,0.084182962200719,1235.05727543025,1241.61541538302,994.647190414292
2012-03-20 06:00:00,18001,0.753162602077662,-1.88271984889728,0.108794511416032,7.49128215099161,0.0818271885106165,-0.0101371386166686,-0.00257059319136346,0.143072476471099,0.0155292087120536,0.0344920216229258,0.0124935641175896,-0.0412690743797406,-0.00956394276731999,7.96003985917194e-14,-4.12783727591119e-14,9.28634118816411e-14,0.00386045414256835,0.16897706688,0.0771931318737418,0.072081464931891,0.170576905455266,0.0257972029159673,0.0121163228462404,0.0471761480121056,0.102056951596185,-3.30866586036896e-06,0.782943903486844,3.47566201841466e-05,-2.19556418717479,-1.4631820737911e-06,0.121964613262226,-1.08769972645896e-05,7.58918600337017,-68.1966317788462,3.07109174569347,0,2.03069549177479,-1.11022302462516e-16,-1.38777878078145e-17,338.196631778846,0.139662704782343,-0.0135794339704003,-0.0210157102277603,0.0832846264894247,0.00411462049804101,0.036444355332874,0.0423831572032403,-0.00372843493145932,-0.0118516414147892,0.146337687314253,-14.7121391222718,18.9109181965867,0.528795053526535,0.0809883061042122,1234.80199512805,1241.35877954534,994.651019274791
2012-03-20 06:30:00,18001,0.644530303872007,-1.4396555746903,0.0813115938003444,7.34014332537081,0.0796766550462109,-0.00749945485689389,-0.0044228720815621,0.146470990570464,0.0159185025941638,0.0311629576487741,0.0144832010176126,-0.036891592969801,-0.0104363805123308,3.92736925003922e-14,-6.41615656360614e-14,8.05582025777568e-14,0.0303317289989582,0.118695260576222,0.164827285956052,0.234256263322741,0.00604117042910125,0.0103421555446822,0.12267755076579,0.106423067123696,0.03272941361501,1.9516555967936e-06,0.626963451845268,-2.12297798233436e-05,-1.24856632650038,1.331597606171e-06,0.0693258837471992,-1.31311844334715e-06,7.35196270447936,-65.8820534881667,2.95095964063831,0,1.5794426427169,0,-1.38777878078145e-17,335.882053488167,0.138941661127826,-0.0197621472760787,-0.0218921182128503,0.0852353331671552,0.00348978425190213,0.0331336089704675,0.0389994856617132,-0.0018556007221989,-0.0124606438776576,0.148890978556437,-15.4763120584469,18.9344752774822,0.528137160045438,0.0836897171236902,1235.45518475012,1242.01543759681,994.641222280805
2012-03-20 07:00:00,18001,0.393659241153269,-1.33907449586134,0.0667568468418421,7.55932559302261,0.0674011904197917,-0.000329047984223495,-1.63939548523901e-05,0.0772715869572281,0.0106202926912156,0.0264400788617073,0.00699988202419137,-0.0166576363360795,-0.00520462959432755,6.3455942202409e-15,-8.39046449165588e-14,1.4510415557529e-13,0.0736961508898609,12.2772808347245,46.0458513632172,0.0688056457167814,0.0214370371656162,0.00868545654534904,0.515788434426728,0.0653682493636809,0.0366198124423429,-2.67848586133698e-05,0.634749753532212,6.62249588881794e-05,-1.93516535081384,-6.36379367000278e-06,0.124037353665537,2.96422492981073e-05,7.29251570709033,-73.6177926261244,2.73831441162801,0,1.39733481321118,0,0,343.617792626124,0.075576966827701,-0.00224907793514324,-0.0125439190697452,0.0680082900465559,0.00309063394793933,0.0275275993644702,0.0176864838193583,0.00201751937355168,-0.00605650654723848,0.113662011001982,-7.5165084588834,17.3440955756316,0.57656508847022,0.0532852313085754,1234.50815132877,1241.06337543887,994.655426517188
2012-03-20 07:30:00,18001,0.132468196211322,-0.97401366590745,0.0198761179934448,8.35835231376035,0.074060317394043,-0.00522910825173018,-0.00129242878791252,0.144141988828158,0.0246010145227404,0.0356861118324675,0.00186018239741921,-0.0121098567134137,0.00168216904954705,6.6210321763173e-14,-9.05035640060656e-14,6.5632134723933e-14,0.0314954688176339,0.733430780821441,0.804799664430728,0.33274856896128,0.272076451813313,0.0265858062292297,0.456164694297295,0.676257104624502,0.538759770333439,1.59826573391102e-05,-0.0113917024980094,-5.10991975755119e-05,-0.514069788530268,3.18037689286121e-06,-0.00875045441919893,8.91980906523925e-05,7.55548029979823,-82.2551544400713,1.15837764430994,0,0.983181318195397,0,0,352.255154440071,0.143228949685662,-0.0042769860459552,-0.0267253187242181,0.0739365406500108,0.00212153511861315,0.036722927718995,0.0122815758445587,0.000211267898495963,0.00143417625546937,0.163735742454125,1.77494365475346,-219.578714636356,-0.0455417548853083,-0.00875909092280931,1231.06800821912,1237.60496520881,994.707022330505
2012-03-20 08:00:00,18001,0.134361979890006,-1.20302427642909,0.062417643464252,9.768155658019,0.148765327299606,0.0850843460730094,-0.000758754742445236,0.233220964669063,0.0252737917951058,0.0452629624175162,0.0127240052132256,0.0288572890277,0.0078829453323137,2.39624838369357e-14,-4.4666425644674e-14,1.33402548102566e-15,0.355835590887452,0.775257418500792,3.11229280090548,0.472106242792224,0.201197390783228,0.0297166384772341,0.938892985383996,0.77534747268611,0.12821885653002,-1.20420951937511e-05,0.242752878728959,-7.10180364732334e-06,-1.13910094179953,-1.72754190107693e-06,0.0779672481158454,4.76669575379392e-05,9.33910537322008,-83.6272257589056,2.95174764479914,0,1.2121124178612,0,0,353.627225758906,0.210371031519579,-0.0920761009555477,-0.033715362254078,0.168577292740492,0.00680171776943846,0.048300930126114,-0.0268245431441465,0.015848444624677,0.00927658093766347,0.185457831799708,11.4245705828125,-49.5769055393517,-0.201706820770862,-0.0500198931888843,1225.04473857717,1231.54971207421,994.797353722196
2012-03-20 08:30:00,18001,-0.0369868340647742,-1.88105771901561,0.0798933392589301,10.4252752624854,0.153367248401197,0.0262512731569984,0.00850100893443427,0.227600563393937,0.0607841919854082,0.0692807831880595,0.00864116194753003,0.0367819431070159,0.0222767555953934,-2.43885758356119e-14,-2.12476355629436e-14,4.168894559634e-14,0.0384311267430713,0.690686305312427,0.3993854518092,0.329953657857882,0.240386567304757,0.0476084938528276,0.0163242020221082,0.252193742014915,0.0573327827326484,-3.82640508170611e-06,-0.00254536192433747,-2.64305726632151e-05,-1.64315613447401,-2.25352328776362e-06,0.10017730237209,3.57727369773386e-05,10.1032848569525,-91.1264494548707,2.43156736828574,0,1.88311686143486,-6.93889390390723e-18,0,1.12644945487065,0.22315084104662,-0.0244397103300545,-0.0674735587357716,0.152363990454825,0.00834880977934147,0.0747337634817484,-0.0359663301941589,0.00791639630635185,0.0238241184574288,0.260745306369452,29.2738262507661,-53.7739603159504,-0.185963614010289,-0.0913693089595724,1222.25733833252,1228.74751076626,994.839153729151
2012-03-20 09:00:00,18001,-0.0479345591911561,-1.51004444197545,0.12355813565913,11.1476762402089,0.270455508736177,0.0256292738930587,0.0108877823875454,0.173433690014558,0.0274109502496185,0.0866533461557192,-0.00789743505833105,0.0189220836864167,0.0344469130741931,-4.25587476378652e-14,-5.67594006630275e-14,1.32535097959055e-14,0.14553659005582,0.194536284081273,0.104300493449344,0.141718517140821,0.121245848627583,0.0358817684828769,0.423494719134997,0.18234048208817,0.0193295016360573,-4.88004153702752e-05,0.391317979556691,4.27958016083998e-05,-1.89524945225265,-5.17583825426726e-06,0.17014585578579,4.14498057847365e-05,10.7745865383405,-91.8181756190518,4.67541417610269,0,1.51584911900669,0,0,1.81817561905179,0.170061246822738,-0.0277429305719447,-0.0345639421682451,0.268732337773284,0.0123149391446289,0.0917489603104309,-0.0157920934044102,-0.00849381562820701,0.0358534438214481,0.191552305192193,43.9449064407425,-14.2028526802766,-0.704083906600462,-0.187173126345177,1219.2076229746,1225.68160145481,994.884885378957
2012-03-20 09:30:00,18001,-0.391413254819177,-1.18564190878285,-0.025860785511916,11.7060157769013,0.335814826105921,-0.0688209675410722,0.0514124927926923,0.513175917913727,-0.00698413767457374,0.0881007640889668,0.0360946410536703,-0.0194109318296244,0.0378098645733778,-3.81502146321202e-14,-1.13865003247912e-13,-5.74198836594477e-14,0.172120496182804,1.27983308402911,0.219984610440367,0.284179925603942,2.58869580244407,0.0473487357237362,0.311800989746389,1.11163864869953,0.138121417687925,-3.09022161271339e-05,-0.113262407458845,4.49856803599461e-05,-1.59055801770272,-1.19398686930376e-05,0.0816099725941151,2.40863507270207e-05,11.4892145340074,-108.269488629586,-1.18654990953478,0,1.24884740946909,5.55111512312578e-17,0,18.2694886295859,0.455007542801262,0.10701255179409,-0.00188562048464219,0.394218712484368,0.0532377571959248,0.0878652528229843,0.00633279972513052,0.0403602735807873,0.0379491397856418,0.230805415859947,46.4240342140494,-23.5197362350106,-0.425174836149496,-0.164420490932801,1216.86092078387,1223.32243830238,994.920073619704
2012-03-20 10:00:00,18001,-0.537297927892895,-0.754119215599133,-0.0356485750791623,12.2223404255319,0.479168298291985,0.0186374297312745,0.0267767150595275,0.281747546735275,-0.0356939082395161,0.157240327750552,-0.101258096505698,-0.0702237935442213,0.0953375323518338,-6.01295637660308e-14,-7.08133758958036e-14,-6.17031497795923e-14,0.299428028348481,0.680078665428654,0.642241232231449,0.133025271892315,0.533608941876862,0.102784062903707,0.594440883451215,0.371460833417353,0.340196802369048,-3.9083883247336e-05,-0.185503894783623,-6.36858816512934e-05,-0.180882594855842,-4.83477201432618e-06,0.00786920782178767,2.64683845708737e-05,11.9840984960095,-125.469266766522,-2.20476583376791,0,0.926636754914797,5.55111512312578e-17,0,35.4692667665218,0.364487210018755,-0.100946816508695,0.0215113426648243,0.395079468809253,0.0386647497597038,0.158589493949805,0.112195237030617,-0.0417188237338437,0.0997276135107208,0.210347122861694,121.782262358991,-6.78698954434505,-1.47340730889029,-0.474109710434656,1214.69883127262,1221.14886812065,994.952492515575
