time.stamp,u   ,v   ,w   ,t   ,q   ,c
  230.10, -0.38, -1.57,  0.42, 29.49,1250.0106,  22.7816
  230.20, -0.42, -1.26,  0.16, 29.40,1247.8744,  22.7852
  230.30, -0.59, -1.49,  0.22, 29.43,1245.7380,  22.7828
  230.40, -0.65, -1.48, -0.01, 29.54,1242.8328,  22.7950
  230.50, -0.62, -1.54,  0.09, 29.68,1228.9895,  22.8451
  230.60, -0.69, -1.55,  0.10, 29.52,1222.4952,  22.8634
  230.70, -0.93, -1.51,  0.06, 29.43,1228.4768,  22.8475
  230.80, -0.89, -1.50, -0.05, 29.47,1227.7932,  22.8548
  230.90, -0.78, -1.60,  0.04, 29.43,1236.4238,  22.8133
  231.00, -0.65, -1.66,  0.04, 29.47,1240.5255,  22.8072
  231.10, -0.53, -1.48,  0.06, 29.39,1242.6619,  22.7901
  231.20, -0.79, -1.31, -0.08, 29.38,1234.5439,  22.8182
  231.30, -0.72, -1.17, -0.33, 29.38,1212.2410,  22.8963
  231.40, -0.55, -1.17, -0.15, 29.32,1202.1577,  22.9293
  231.50, -0.56, -1.26, -0.20, 29.35,1212.4119,  22.9049
  231.60, -0.42, -1.19, -0.16, 29.32,1205.4902,  22.9305
  231.70, -0.65, -1.18, -0.17, 29.42,1204.0376,  22.9293
  231.80, -0.88, -1.29, -0.34, 29.49,1207.0284,  22.9207
  231.90, -0.84, -1.27, -0.50, 29.42,1204.1230,  22.9256
  232.00, -0.98, -1.61, -0.41, 29.53,1201.5594,  22.9378
  232.10, -0.72, -1.88, -0.29, 29.43,1196.3469,  22.9513
  232.20, -0.68, -1.85, -0.18, 29.47,1204.2939,  22.9317
  232.30, -0.67, -1.70, -0.42, 29.52,1210.8738,  22.9073
  232.40, -0.77, -1.76, -0.40, 29.54,1206.5157,  22.9232
  232.50, -0.93, -1.66, -0.32, 29.52,1209.4210,  22.9000
  232.60, -0.59, -1.41,  0.30, 29.45,1211.0447,  22.9000
  232.70, -0.63, -1.45, -0.06, 29.43,1210.5320,  22.9037
  232.80, -0.55, -1.47,  0.11, 29.45,1209.7628,  22.9000
  232.90, -0.62, -1.46, -0.16, 29.60,1207.1993,  22.9098
  233.00, -0.72, -1.34, -0.29, 29.71,1206.4303,  22.9207
  233.10, -0.74, -1.25, -0.02, 29.66,1208.2247,  22.9159
  233.20, -0.55, -1.35,  0.33, 29.59,1206.9430,  22.9171
  233.30, -0.73, -1.23,  0.34, 29.50,1214.8900,  22.8914
  233.40, -0.90, -1.23,  0.16, 29.50,1219.3335,  22.8646
  233.50, -0.84, -1.27,  0.12, 29.45,1222.3243,  22.8609
  233.60, -0.79, -1.18,  0.03, 29.53,1235.5693,  22.8133
  233.70, -0.78, -1.28,  0.23, 29.63,1233.9457,  22.8133
  233.80, -0.63, -1.36, -0.02, 29.66,1222.7516,  22.8487
  233.90, -0.64, -1.34,  0.20, 29.61,1226.4260,  22.8463
  234.00, -0.55, -1.47,  0.03, 29.70,1229.9294,  22.8292
  234.10, -0.43, -1.76, -0.05, 29.79,1233.0912,  22.8231
  234.20, -0.63, -1.79, -0.17, 29.82,1233.6039,  22.8206
  234.30, -0.63, -1.86, -0.23, 29.40,1234.0311,  22.8145
  234.40, -0.53, -1.89, -0.05, 29.52,1230.6986,  22.8280
  234.50, -0.87, -1.99, -0.35, 29.40,1252.8306,  22.7425
  234.60, -0.74, -1.62,  0.14, 29.39,1260.0940,  22.7242
  234.70, -0.67, -1.57, -0.04, 29.36,1261.8884,  22.7169
  234.80, -0.48, -1.66,  0.30, 29.50,1255.9069,  22.7303
  234.90, -0.62, -1.74,  0.17, 29.59,1208.8229,  22.9000
  235.00, -0.51, -1.94,  0.10, 29.74,1193.0997,  22.9622
  235.10, -0.52, -1.79,  0.23, 29.71,1183.7001,  22.9891
  235.20, -0.80, -1.57, -0.12, 29.47,1184.7255,  22.9757
  235.30, -0.80, -2.18, -0.34, 29.54,1189.5962,  22.9549
  235.40, -0.87, -2.11, -0.35, 29.56,1188.2290,  22.9696
  235.50, -1.08, -1.69, -0.52, 29.61,1185.7509,  22.9842
  235.60, -0.84, -1.66, -0.18, 29.63,1184.1273,  22.9879
  235.70, -0.52, -2.20, -0.15, 29.64,1180.7092,  22.9952
  235.80, -0.58, -2.14, -0.39, 29.75,1180.9656,  23.0062
  235.90, -0.72, -2.20, -0.27, 29.72,1184.7255,  22.9867
  236.00, -0.70, -2.15, -0.29, 29.82,1183.9564,  22.9842
  236.10, -0.89, -2.07, -0.03, 29.81,1188.9126,  22.9574
  236.20, -0.82, -2.15, -0.02, 29.88,1200.3632,  22.9207
  236.30, -0.70, -2.41, -0.09, 29.92,1200.9613,  22.9171
  236.40, -0.86, -2.21,  0.02, 29.84,1199.2523,  22.9195
  236.50, -0.70, -2.32,  0.04, 29.82,1195.5779,  22.9378
  236.60, -0.85, -2.02, -0.23, 29.82,1201.8158,  22.9317
  236.70, -0.59, -2.21, -0.16, 29.81,1200.3632,  22.9085
  236.80, -0.58, -2.12, -0.28, 29.82,1197.1160,  22.9146
  236.90, -0.49, -2.19, -0.15, 29.78,1205.3193,  22.8963
  237.00, -0.42, -2.07, -0.13, 29.75,1214.2064,  22.8670
  237.10, -0.53, -2.12,  0.03, 29.85,1210.3611,  22.8841
  237.20, -0.37, -1.93,  0.23, 29.88,1216.6844,  22.8646
  237.30, -0.34, -2.00,  0.01, 29.85,1224.8878,  22.8438
  237.40, -0.10, -2.05,  0.15, 29.89,1255.8214,  22.7413
  237.50, -0.40, -2.26,  0.11, 30.09,1271.2028,  22.6803
  237.60, -0.29, -1.81, -0.03, 30.07,1294.0183,  22.5997
  237.70, -0.02, -1.95, -0.13, 30.17,1267.5283,  22.6876
  237.80,  0.36, -2.34, -0.37, 29.75,1265.8192,  22.6827
  237.90, -0.01, -2.84, -0.31, 29.84,1235.8257,  22.7865
  238.00, -0.33, -2.89, -0.66, 29.71,1218.8208,  22.8475
  238.10,  0.04, -2.34,  0.01, 29.64,1223.6915,  22.8328
  238.20,  0.43, -1.90,  0.03, 30.09,1206.2594,  22.9073
  238.30, -0.19, -1.87, -0.09, 29.85,1228.5623,  22.8084
  238.40, -0.28, -2.05,  0.22, 29.82,1237.3638,  22.7730
  238.50, -0.25, -2.47,  0.31, 29.92,1216.0009,  22.8780
  238.60,  0.26, -2.49,  0.22, 29.78,1221.0425,  22.8499
  238.70,  0.01, -2.74, -0.03, 29.77,1225.8278,  22.8243
  238.80, -0.12, -3.04, -0.04, 29.56,1230.1005,  22.8109
  238.90, -0.03, -2.32, -0.48, 28.79,1213.4373,  22.8890
  239.00,  0.04, -2.69, -0.64, 29.25,1181.9910,  23.0538
  239.10,  0.43, -2.04, -0.50, 29.40,1245.3962,  22.7596
  239.20,  0.31, -2.85, -0.17, 29.57,1204.5503,  22.9366
  239.30,  0.10, -2.69, -0.04, 29.60,1215.4882,  22.8890
  239.40, -0.14, -2.25, -0.03, 29.67,1205.6611,  22.9378
  239.50, -0.61, -2.54, -0.07, 29.67,1205.9175,  22.9317
  239.60, -0.28, -2.86, -0.01, 29.79,1215.4882,  22.8744
  239.70, -0.53, -2.63, -0.03, 29.77,1213.7791,  22.8829
  239.80, -0.48, -3.02,  0.23, 29.96,1207.7975,  22.8975
  239.90, -0.45, -2.74,  0.25, 29.95,1208.2247,  22.8963
  240.00, -0.49, -2.41,  0.20, 29.88,1207.2848,  22.9085
  240.10, -0.57, -2.56,  0.49, 30.00,1208.2247,  22.9012
  240.20, -0.78, -2.42,  0.50, 29.77,1216.9408,  22.8646
  240.30, -0.09, -2.01,  0.79, 30.11,1252.8306,  22.7401
  240.40,  0.37, -2.40,  0.53, 30.24,1246.1654,  22.7498
  240.50,  0.16, -2.24,  0.36, 30.28,1247.7035,  22.7462
  240.60,  0.14, -2.33,  0.45, 30.48,1284.1914,  22.5960
  240.70,  0.29, -2.15,  0.31, 30.57,1310.9379,  22.4813
  240.80, -0.26, -2.30,  0.32, 29.91,1319.9103,  22.4532
  240.90, -0.25, -2.50,  0.06, 29.13,1342.0424,  22.3690
  241.00, -0.25, -3.01, -0.09, 30.10,1304.3580,  22.5032
  241.10, -0.34, -3.15,  0.07, 29.85,1315.3813,  22.4666
  241.20, -0.41, -2.98,  0.16, 30.32,1286.7550,  22.5838
  241.30, -0.21, -2.64,  0.47, 30.63,1315.2959,  22.4813
  241.40,  0.00, -2.51, -0.02, 29.40,1323.6702,  22.4459
  241.50, -0.69, -3.09, -0.36, 29.60,1280.5170,  22.6119
  241.60, -0.85, -3.61, -0.04, 29.81,1278.7225,  22.6204
  241.70, -0.89, -3.73, -0.24, 30.00,1188.3999,  22.9830
  241.80, -0.72, -3.83, -0.17, 29.91,1190.4508,  22.9659
  241.90, -0.83, -3.73, -0.38, 29.52,1198.1415,  22.9329
  242.00, -0.85, -3.98, -0.46, 29.56,1189.7671,  22.9488
  242.10, -1.01, -3.87, -0.22, 29.36,1179.5984,  22.9976
  242.20, -1.33, -3.92, -0.68, 29.70,1174.6422,  23.0062
  242.30, -1.65, -3.82, -0.30, 30.06,1177.8893,  23.0025
  242.40, -1.54, -3.51, -0.32, 30.03,1176.3512,  23.0245
  242.50, -1.08, -3.57, -0.29, 30.09,1201.7303,  22.9256
  242.60, -1.06, -3.51, -0.07, 30.14,1225.7423,  22.8133
  242.70, -1.10, -3.85,  0.15, 30.45,1220.7007,  22.8341
